Sample,Family,Genus,Species,Species_name,Abundance
158,Glomeraceae,Glomus,VTX00371,VTX00371,0
158,Glomeraceae,Glomus,VTX00372,VTX00372,0
158,Paraglomeraceae,Paraglomus,VTX00375,VTX00375,0
158,Acaulosporaceae,Acaulospora,VTX00379,VTX00379,0
158,Glomeraceae,Glomus,VTX00381,VTX00381,0
158,Glomeraceae,Glomus,VTX00383,VTX00383,0
158,Glomeraceae,Glomus,VTX00384,VTX00384,0
158,Glomeraceae,Glomus,VTX00388,VTX00388,0
158,Glomeraceae,Glomus,VTX00395,VTX00395,1
158,Glomeraceae,Glomus,VTX00397,VTX00397,0
158,Glomeraceae,Glomus,VTX00398,VTX00398,0
158,Glomeraceae,Glomus,VTX00399,VTX00399,0
158,Diversisporaceae,Diversispora,VTX00401,VTX00401,1
158,Claroideoglomeraceae,Claroideoglomus,VTX00402,VTX00402,0
158,Glomeraceae,Glomus,VTX00407,VTX00407,0
158,Glomeraceae,Glomus,VTX00409,VTX00409,10
158,Glomeraceae,Glomus,VTX00411,VTX00411,0
158,Glomeraceae,Glomus,VTX00412,VTX00412,0
158,Glomeraceae,Glomus,VTX00415,VTX00415,0
158,Glomeraceae,Glomus,VTX00418,VTX00418,0
158,Glomeraceae,Glomus,VTX00419,VTX00419,0
158,Glomeraceae,Glomus,VTX00420,VTX00420,0
158,Glomeraceae,Glomus,VTX00423,VTX00423,964
158,Paraglomeraceae,Paraglomus,VTX00435,VTX00435,2
158,Glomeraceae,Glomus,VTX00437,VTX00437,0
158,Paraglomeraceae,Paraglomus,VTX00446,VTX00446,162
169,Unassigned,Unassigned,Unassigned,Unassigned,0
169,Gigasporaceae,Scutellospora,VTX00052,VTX00052,0
169,Claroideoglomeraceae,Claroideoglomus,VTX00056,VTX00056,0
169,Claroideoglomeraceae,Claroideoglomus,VTX00057,VTX00057,0
169,Diversisporaceae,Diversispora,VTX00058,VTX00058,0
169,Diversisporaceae,Diversispora,VTX00062,VTX00062,0
169,Glomeraceae,Glomus,VTX00063,VTX00063,0
169,Glomeraceae,Glomus,VTX00064,VTX00064,0
169,Glomeraceae,Glomus,VTX00077,VTX00077,0
169,Glomeraceae,Glomus,VTX00085,VTX00085,0
169,Glomeraceae,Glomus,VTX00089,VTX00089,0
169,Glomeraceae,Glomus,VTX00092,VTX00092,0
169,Glomeraceae,Glomus,VTX00099,VTX00099,0
169,Glomeraceae,Glomus,VTX00100,VTX00100,0
169,Glomeraceae,Glomus,VTX00101,VTX00101,0
169,Glomeraceae,Glomus,VTX00104,VTX00104,0
169,Glomeraceae,Glomus,VTX00108,VTX00108,0
169,Glomeraceae,Glomus,VTX00109,VTX00109,0
169,Glomeraceae,Glomus,VTX00111,VTX00111,0
169,Glomeraceae,Glomus,VTX00112,VTX00112,0
169,Glomeraceae,Glomus,VTX00113,VTX00113,0
169,Glomeraceae,Glomus,VTX00114,VTX00114,0
169,Glomeraceae,Glomus,VTX00121,VTX00121,0
169,Glomeraceae,Glomus,VTX00122,VTX00122,0
169,Glomeraceae,Glomus,VTX00124,VTX00124,0
169,Glomeraceae,Glomus,VTX00130,VTX00130,14
169,Glomeraceae,Glomus,VTX00132,VTX00132,0
169,Glomeraceae,Glomus,VTX00135,VTX00135,0
169,Glomeraceae,Glomus,VTX00137,VTX00137,0
169,Glomeraceae,Glomus,VTX00143,VTX00143,0
169,Glomeraceae,Glomus,VTX00146,VTX00146,0
169,Glomeraceae,Glomus,VTX00149,VTX00149,0
169,Glomeraceae,Glomus,VTX00151,VTX00151,0
169,Glomeraceae,Glomus,VTX00154,VTX00154,0
169,Glomeraceae,Glomus,VTX00155,VTX00155,0
169,Glomeraceae,Glomus,VTX00156,VTX00156,0
169,Glomeraceae,Glomus,VTX00167,VTX00167,0
169,Glomeraceae,Glomus,VTX00174,VTX00174,0
169,Glomeraceae,Glomus,VTX00175,VTX00175,0
169,Glomeraceae,Glomus,VTX00177,VTX00177,0
169,Glomeraceae,Glomus,VTX00178,VTX00178,0
169,Glomeraceae,Glomus,VTX00183,VTX00183,0
169,Glomeraceae,Glomus,VTX00191,VTX00191,0
169,Claroideoglomeraceae,Claroideoglomus,VTX00193,VTX00193,0
169,Glomeraceae,Glomus,VTX00194,VTX00194,0
169,Glomeraceae,Glomus,VTX00197,VTX00197,0
169,Glomeraceae,Glomus,VTX00206,VTX00206,0
169,Glomeraceae,Glomus,VTX00209,VTX00209,0
169,Glomeraceae,Glomus,VTX00212,VTX00212,0
169,Glomeraceae,Glomus,VTX00213,VTX00213,0
169,Glomeraceae,Glomus,VTX00214,VTX00214,0
169,Glomeraceae,Glomus,VTX00216,VTX00216,0
169,Glomeraceae,Glomus,VTX00222,VTX00222,0
169,Acaulosporaceae,Acaulospora,VTX00231,VTX00231,0
169,Glomeraceae,Glomus,VTX00233,VTX00233,0
169,Glomeraceae,Glomus,VTX00234,VTX00234,0
169,Glomeraceae,Glomus,VTX00235,VTX00235,0
169,Claroideoglomeraceae,Claroideoglomus,VTX00237,VTX00237,0
169,Paraglomeraceae,Paraglomus,VTX00238,VTX00238,0
169,Glomeraceae,Glomus,VTX00247,VTX00247,0
169,Glomeraceae,Glomus,VTX00248,VTX00248,0
169,Gigasporaceae,Scutellospora,VTX00255,VTX00255,0
169,Gigasporaceae,Scutellospora,VTX00260,VTX00260,0
169,Diversisporaceae,Diversispora,VTX00263,VTX00263,0
169,Claroideoglomeraceae,Claroideoglomus,VTX00276,VTX00276,0
169,Paraglomeraceae,Paraglomus,VTX00281,VTX00281,0
169,Glomeraceae,Glomus,VTX00287,VTX00287,0
169,Glomeraceae,Glomus,VTX00294,VTX00294,0
169,Glomeraceae,Glomus,VTX00301,VTX00301,0
169,Glomeraceae,Glomus,VTX00304,VTX00304,0
169,Diversisporaceae,Diversispora,VTX00306,VTX00306,0
169,Paraglomeraceae,Paraglomus,VTX00308,VTX00308,0
169,Glomeraceae,Glomus,VTX00310,VTX00310,0
169,Glomeraceae,Glomus,VTX00312,VTX00312,0
169,Glomeraceae,Glomus,VTX00319,VTX00319,0
169,Glomeraceae,Glomus,VTX00322,VTX00322,0
169,Glomeraceae,Glomus,VTX00323,VTX00323,0
169,Acaulosporaceae,Acaulospora,VTX00328,VTX00328,0
169,Glomeraceae,Glomus,VTX00331,VTX00331,30
169,Glomeraceae,Glomus,VTX00332,VTX00332,0
169,Paraglomeraceae,Paraglomus,VTX00335,VTX00335,0
169,Paraglomeraceae,Paraglomus,VTX00337,VTX00337,0
169,Claroideoglomeraceae,Claroideoglomus,VTX00341,VTX00341,0
169,Glomeraceae,Glomus,VTX00342,VTX00342,0
169,Glomeraceae,Glomus,VTX00343,VTX00343,0
169,Paraglomeraceae,Paraglomus,VTX00348,VTX00348,134
169,Paraglomeraceae,Paraglomus,VTX00350,VTX00350,0
169,Paraglomeraceae,Paraglomus,VTX00352,VTX00352,0
169,Diversisporaceae,Diversispora,VTX00356,VTX00356,0
169,Claroideoglomeraceae,Claroideoglomus,VTX00358,VTX00358,0
169,Glomeraceae,Glomus,VTX00359,VTX00359,0
169,Glomeraceae,Glomus,VTX00360,VTX00360,0
169,Glomeraceae,Glomus,VTX00361,VTX00361,0
169,Glomeraceae,Glomus,VTX00364,VTX00364,0
169,Glomeraceae,Glomus,VTX00366,VTX00366,0
169,Glomeraceae,Glomus,VTX00371,VTX00371,0
169,Glomeraceae,Glomus,VTX00372,VTX00372,0
169,Paraglomeraceae,Paraglomus,VTX00375,VTX00375,0
169,Acaulosporaceae,Acaulospora,VTX00379,VTX00379,0
169,Glomeraceae,Glomus,VTX00381,VTX00381,0
169,Glomeraceae,Glomus,VTX00383,VTX00383,0
169,Glomeraceae,Glomus,VTX00384,VTX00384,0
169,Glomeraceae,Glomus,VTX00388,VTX00388,0
169,Glomeraceae,Glomus,VTX00395,VTX00395,0
169,Glomeraceae,Glomus,VTX00397,VTX00397,0
169,Glomeraceae,Glomus,VTX00398,VTX00398,0
169,Glomeraceae,Glomus,VTX00399,VTX00399,0
169,Diversisporaceae,Diversispora,VTX00401,VTX00401,0
169,Claroideoglomeraceae,Claroideoglomus,VTX00402,VTX00402,0
169,Glomeraceae,Glomus,VTX00407,VTX00407,0
169,Glomeraceae,Glomus,VTX00409,VTX00409,0
169,Glomeraceae,Glomus,VTX00411,VTX00411,0
169,Glomeraceae,Glomus,VTX00412,VTX00412,0
169,Glomeraceae,Glomus,VTX00415,VTX00415,0
169,Glomeraceae,Glomus,VTX00418,VTX00418,0
169,Glomeraceae,Glomus,VTX00419,VTX00419,0
169,Glomeraceae,Glomus,VTX00420,VTX00420,0
169,Glomeraceae,Glomus,VTX00423,VTX00423,0
169,Paraglomeraceae,Paraglomus,VTX00435,VTX00435,0
169,Glomeraceae,Glomus,VTX00437,VTX00437,0
169,Paraglomeraceae,Paraglomus,VTX00446,VTX00446,0
194,Unassigned,Unassigned,Unassigned,Unassigned,0
194,Gigasporaceae,Scutellospora,VTX00052,VTX00052,5
194,Claroideoglomeraceae,Claroideoglomus,VTX00056,VTX00056,0
194,Claroideoglomeraceae,Claroideoglomus,VTX00057,VTX00057,3
194,Diversisporaceae,Diversispora,VTX00058,VTX00058,14
194,Diversisporaceae,Diversispora,VTX00062,VTX00062,0
194,Glomeraceae,Glomus,VTX00063,VTX00063,44
194,Glomeraceae,Glomus,VTX00064,VTX00064,5
194,Glomeraceae,Glomus,VTX00077,VTX00077,12
194,Glomeraceae,Glomus,VTX00085,VTX00085,0
194,Glomeraceae,Glomus,VTX00089,VTX00089,0
194,Glomeraceae,Glomus,VTX00092,VTX00092,0
194,Glomeraceae,Glomus,VTX00099,VTX00099,0
194,Glomeraceae,Glomus,VTX00100,VTX00100,0
194,Glomeraceae,Glomus,VTX00101,VTX00101,0
194,Glomeraceae,Glomus,VTX00104,VTX00104,0
194,Glomeraceae,Glomus,VTX00108,VTX00108,0
194,Glomeraceae,Glomus,VTX00109,VTX00109,18
194,Glomeraceae,Glomus,VTX00111,VTX00111,0
194,Glomeraceae,Glomus,VTX00112,VTX00112,0
194,Glomeraceae,Glomus,VTX00113,VTX00113,0
194,Glomeraceae,Glomus,VTX00114,VTX00114,597
194,Glomeraceae,Glomus,VTX00121,VTX00121,0
194,Glomeraceae,Glomus,VTX00122,VTX00122,0
194,Glomeraceae,Glomus,VTX00124,VTX00124,0
194,Glomeraceae,Glomus,VTX00130,VTX00130,445
194,Glomeraceae,Glomus,VTX00132,VTX00132,7
194,Glomeraceae,Glomus,VTX00135,VTX00135,0
194,Glomeraceae,Glomus,VTX00137,VTX00137,0
194,Glomeraceae,Glomus,VTX00143,VTX00143,0
194,Glomeraceae,Glomus,VTX00146,VTX00146,0
194,Glomeraceae,Glomus,VTX00149,VTX00149,0
194,Glomeraceae,Glomus,VTX00151,VTX00151,0
194,Glomeraceae,Glomus,VTX00154,VTX00154,0
194,Glomeraceae,Glomus,VTX00155,VTX00155,0
194,Glomeraceae,Glomus,VTX00156,VTX00156,155
194,Glomeraceae,Glomus,VTX00167,VTX00167,0
194,Glomeraceae,Glomus,VTX00174,VTX00174,5
194,Glomeraceae,Glomus,VTX00175,VTX00175,0
194,Glomeraceae,Glomus,VTX00177,VTX00177,0
194,Glomeraceae,Glomus,VTX00178,VTX00178,0
194,Glomeraceae,Glomus,VTX00183,VTX00183,0
194,Glomeraceae,Glomus,VTX00191,VTX00191,0
194,Claroideoglomeraceae,Claroideoglomus,VTX00193,VTX00193,0
194,Glomeraceae,Glomus,VTX00194,VTX00194,22
194,Glomeraceae,Glomus,VTX00197,VTX00197,0
194,Glomeraceae,Glomus,VTX00206,VTX00206,36
194,Glomeraceae,Glomus,VTX00209,VTX00209,0
194,Glomeraceae,Glomus,VTX00212,VTX00212,0
194,Glomeraceae,Glomus,VTX00213,VTX00213,181
194,Glomeraceae,Glomus,VTX00214,VTX00214,33
194,Glomeraceae,Glomus,VTX00216,VTX00216,0
194,Glomeraceae,Glomus,VTX00222,VTX00222,0
194,Acaulosporaceae,Acaulospora,VTX00231,VTX00231,0
194,Glomeraceae,Glomus,VTX00233,VTX00233,0
194,Glomeraceae,Glomus,VTX00234,VTX00234,0
194,Glomeraceae,Glomus,VTX00235,VTX00235,0
194,Claroideoglomeraceae,Claroideoglomus,VTX00237,VTX00237,0
194,Paraglomeraceae,Paraglomus,VTX00238,VTX00238,14
194,Glomeraceae,Glomus,VTX00247,VTX00247,6
194,Glomeraceae,Glomus,VTX00248,VTX00248,0
194,Gigasporaceae,Scutellospora,VTX00255,VTX00255,0
194,Gigasporaceae,Scutellospora,VTX00260,VTX00260,0
194,Diversisporaceae,Diversispora,VTX00263,VTX00263,0
194,Claroideoglomeraceae,Claroideoglomus,VTX00276,VTX00276,89
194,Paraglomeraceae,Paraglomus,VTX00281,VTX00281,0
194,Glomeraceae,Glomus,VTX00287,VTX00287,0
194,Glomeraceae,Glomus,VTX00294,VTX00294,0
194,Glomeraceae,Glomus,VTX00301,VTX00301,0
194,Glomeraceae,Glomus,VTX00304,VTX00304,0
194,Diversisporaceae,Diversispora,VTX00306,VTX00306,322
194,Paraglomeraceae,Paraglomus,VTX00308,VTX00308,75
194,Glomeraceae,Glomus,VTX00310,VTX00310,0
194,Glomeraceae,Glomus,VTX00312,VTX00312,0
194,Glomeraceae,Glomus,VTX00319,VTX00319,0
194,Glomeraceae,Glomus,VTX00322,VTX00322,14
194,Glomeraceae,Glomus,VTX00323,VTX00323,15
194,Acaulosporaceae,Acaulospora,VTX00328,VTX00328,0
194,Glomeraceae,Glomus,VTX00331,VTX00331,44
194,Glomeraceae,Glomus,VTX00332,VTX00332,43
194,Paraglomeraceae,Paraglomus,VTX00335,VTX00335,6
194,Paraglomeraceae,Paraglomus,VTX00337,VTX00337,0
194,Claroideoglomeraceae,Claroideoglomus,VTX00341,VTX00341,0
194,Glomeraceae,Glomus,VTX00342,VTX00342,0
194,Glomeraceae,Glomus,VTX00343,VTX00343,3
194,Paraglomeraceae,Paraglomus,VTX00348,VTX00348,1803
194,Paraglomeraceae,Paraglomus,VTX00350,VTX00350,32
194,Paraglomeraceae,Paraglomus,VTX00352,VTX00352,105
194,Diversisporaceae,Diversispora,VTX00356,VTX00356,0
194,Claroideoglomeraceae,Claroideoglomus,VTX00358,VTX00358,0
194,Glomeraceae,Glomus,VTX00359,VTX00359,0
194,Glomeraceae,Glomus,VTX00360,VTX00360,0
194,Glomeraceae,Glomus,VTX00361,VTX00361,0
194,Glomeraceae,Glomus,VTX00364,VTX00364,0
194,Glomeraceae,Glomus,VTX00366,VTX00366,0
194,Glomeraceae,Glomus,VTX00371,VTX00371,0
194,Glomeraceae,Glomus,VTX00372,VTX00372,0
194,Paraglomeraceae,Paraglomus,VTX00375,VTX00375,0
194,Acaulosporaceae,Acaulospora,VTX00379,VTX00379,0
194,Glomeraceae,Glomus,VTX00381,VTX00381,0
194,Glomeraceae,Glomus,VTX00383,VTX00383,0
194,Glomeraceae,Glomus,VTX00384,VTX00384,1
194,Glomeraceae,Glomus,VTX00388,VTX00388,0
194,Glomeraceae,Glomus,VTX00395,VTX00395,0
194,Glomeraceae,Glomus,VTX00397,VTX00397,2
194,Glomeraceae,Glomus,VTX00398,VTX00398,0
194,Glomeraceae,Glomus,VTX00399,VTX00399,0
194,Diversisporaceae,Diversispora,VTX00401,VTX00401,6
194,Claroideoglomeraceae,Claroideoglomus,VTX00402,VTX00402,0
194,Glomeraceae,Glomus,VTX00407,VTX00407,0
194,Glomeraceae,Glomus,VTX00409,VTX00409,14
194,Glomeraceae,Glomus,VTX00411,VTX00411,0
194,Glomeraceae,Glomus,VTX00412,VTX00412,1
194,Glomeraceae,Glomus,VTX00415,VTX00415,0
194,Glomeraceae,Glomus,VTX00418,VTX00418,0
194,Glomeraceae,Glomus,VTX00419,VTX00419,0
194,Glomeraceae,Glomus,VTX00420,VTX00420,0
194,Glomeraceae,Glomus,VTX00423,VTX00423,186
194,Paraglomeraceae,Paraglomus,VTX00435,VTX00435,0
194,Glomeraceae,Glomus,VTX00437,VTX00437,0
194,Paraglomeraceae,Paraglomus,VTX00446,VTX00446,0
202,Unassigned,Unassigned,Unassigned,Unassigned,0
202,Gigasporaceae,Scutellospora,VTX00052,VTX00052,0
202,Claroideoglomeraceae,Claroideoglomus,VTX00056,VTX00056,0
202,Claroideoglomeraceae,Claroideoglomus,VTX00057,VTX00057,0
202,Diversisporaceae,Diversispora,VTX00058,VTX00058,14
202,Diversisporaceae,Diversispora,VTX00062,VTX00062,0
202,Glomeraceae,Glomus,VTX00063,VTX00063,0
202,Glomeraceae,Glomus,VTX00064,VTX00064,0
202,Glomeraceae,Glomus,VTX00077,VTX00077,0
202,Glomeraceae,Glomus,VTX00085,VTX00085,0
202,Glomeraceae,Glomus,VTX00089,VTX00089,0
202,Glomeraceae,Glomus,VTX00092,VTX00092,0
202,Glomeraceae,Glomus,VTX00099,VTX00099,0
202,Glomeraceae,Glomus,VTX00100,VTX00100,0
202,Glomeraceae,Glomus,VTX00101,VTX00101,0
202,Glomeraceae,Glomus,VTX00104,VTX00104,0
202,Glomeraceae,Glomus,VTX00108,VTX00108,0
202,Glomeraceae,Glomus,VTX00109,VTX00109,0
202,Glomeraceae,Glomus,VTX00111,VTX00111,0
202,Glomeraceae,Glomus,VTX00112,VTX00112,0
202,Glomeraceae,Glomus,VTX00113,VTX00113,0
202,Glomeraceae,Glomus,VTX00114,VTX00114,0
202,Glomeraceae,Glomus,VTX00121,VTX00121,0
202,Glomeraceae,Glomus,VTX00122,VTX00122,0
202,Glomeraceae,Glomus,VTX00124,VTX00124,0
202,Glomeraceae,Glomus,VTX00130,VTX00130,0
202,Glomeraceae,Glomus,VTX00132,VTX00132,0
202,Glomeraceae,Glomus,VTX00135,VTX00135,0
202,Glomeraceae,Glomus,VTX00137,VTX00137,0
202,Glomeraceae,Glomus,VTX00143,VTX00143,0
202,Glomeraceae,Glomus,VTX00146,VTX00146,0
202,Glomeraceae,Glomus,VTX00149,VTX00149,0
202,Glomeraceae,Glomus,VTX00151,VTX00151,0
202,Glomeraceae,Glomus,VTX00154,VTX00154,0
202,Glomeraceae,Glomus,VTX00155,VTX00155,0
202,Glomeraceae,Glomus,VTX00156,VTX00156,0
202,Glomeraceae,Glomus,VTX00167,VTX00167,0
202,Glomeraceae,Glomus,VTX00174,VTX00174,0
202,Glomeraceae,Glomus,VTX00175,VTX00175,0
202,Glomeraceae,Glomus,VTX00177,VTX00177,0
202,Glomeraceae,Glomus,VTX00178,VTX00178,0
202,Glomeraceae,Glomus,VTX00183,VTX00183,0
202,Glomeraceae,Glomus,VTX00191,VTX00191,0
202,Claroideoglomeraceae,Claroideoglomus,VTX00193,VTX00193,0
202,Glomeraceae,Glomus,VTX00194,VTX00194,6
202,Glomeraceae,Glomus,VTX00197,VTX00197,0
202,Glomeraceae,Glomus,VTX00206,VTX00206,0
202,Glomeraceae,Glomus,VTX00209,VTX00209,0
202,Glomeraceae,Glomus,VTX00212,VTX00212,0
202,Glomeraceae,Glomus,VTX00213,VTX00213,0
202,Glomeraceae,Glomus,VTX00214,VTX00214,0
202,Glomeraceae,Glomus,VTX00216,VTX00216,0
202,Glomeraceae,Glomus,VTX00222,VTX00222,0
202,Acaulosporaceae,Acaulospora,VTX00231,VTX00231,0
202,Glomeraceae,Glomus,VTX00233,VTX00233,0
202,Glomeraceae,Glomus,VTX00234,VTX00234,0
202,Glomeraceae,Glomus,VTX00235,VTX00235,0
202,Claroideoglomeraceae,Claroideoglomus,VTX00237,VTX00237,0
202,Paraglomeraceae,Paraglomus,VTX00238,VTX00238,0
202,Glomeraceae,Glomus,VTX00247,VTX00247,0
202,Glomeraceae,Glomus,VTX00248,VTX00248,0
202,Gigasporaceae,Scutellospora,VTX00255,VTX00255,0
202,Gigasporaceae,Scutellospora,VTX00260,VTX00260,0
202,Diversisporaceae,Diversispora,VTX00263,VTX00263,0
202,Claroideoglomeraceae,Claroideoglomus,VTX00276,VTX00276,0
202,Paraglomeraceae,Paraglomus,VTX00281,VTX00281,0
202,Glomeraceae,Glomus,VTX00287,VTX00287,0
202,Glomeraceae,Glomus,VTX00294,VTX00294,0
202,Glomeraceae,Glomus,VTX00301,VTX00301,0
202,Glomeraceae,Glomus,VTX00304,VTX00304,0
202,Diversisporaceae,Diversispora,VTX00306,VTX00306,0
202,Paraglomeraceae,Paraglomus,VTX00308,VTX00308,79
202,Glomeraceae,Glomus,VTX00310,VTX00310,0
202,Glomeraceae,Glomus,VTX00312,VTX00312,0
202,Glomeraceae,Glomus,VTX00319,VTX00319,0
202,Glomeraceae,Glomus,VTX00322,VTX00322,0
202,Glomeraceae,Glomus,VTX00323,VTX00323,0
202,Acaulosporaceae,Acaulospora,VTX00328,VTX00328,0
202,Glomeraceae,Glomus,VTX00331,VTX00331,12
202,Glomeraceae,Glomus,VTX00332,VTX00332,227
202,Paraglomeraceae,Paraglomus,VTX00335,VTX00335,0
202,Paraglomeraceae,Paraglomus,VTX00337,VTX00337,0
202,Claroideoglomeraceae,Claroideoglomus,VTX00341,VTX00341,0
202,Glomeraceae,Glomus,VTX00342,VTX00342,0
202,Glomeraceae,Glomus,VTX00343,VTX00343,0
202,Paraglomeraceae,Paraglomus,VTX00348,VTX00348,169
202,Paraglomeraceae,Paraglomus,VTX00350,VTX00350,16
202,Paraglomeraceae,Paraglomus,VTX00352,VTX00352,0
202,Diversisporaceae,Diversispora,VTX00356,VTX00356,0
202,Claroideoglomeraceae,Claroideoglomus,VTX00358,VTX00358,0
202,Glomeraceae,Glomus,VTX00359,VTX00359,0
202,Glomeraceae,Glomus,VTX00360,VTX00360,0
202,Glomeraceae,Glomus,VTX00361,VTX00361,0
202,Glomeraceae,Glomus,VTX00364,VTX00364,0
202,Glomeraceae,Glomus,VTX00366,VTX00366,0
202,Glomeraceae,Glomus,VTX00371,VTX00371,0
202,Glomeraceae,Glomus,VTX00372,VTX00372,0
202,Paraglomeraceae,Paraglomus,VTX00375,VTX00375,0
202,Acaulosporaceae,Acaulospora,VTX00379,VTX00379,0
202,Glomeraceae,Glomus,VTX00381,VTX00381,0
202,Glomeraceae,Glomus,VTX00383,VTX00383,0
202,Glomeraceae,Glomus,VTX00384,VTX00384,0
202,Glomeraceae,Glomus,VTX00388,VTX00388,0
202,Glomeraceae,Glomus,VTX00395,VTX00395,0
202,Glomeraceae,Glomus,VTX00397,VTX00397,0
202,Glomeraceae,Glomus,VTX00398,VTX00398,0
202,Glomeraceae,Glomus,VTX00399,VTX00399,0
202,Diversisporaceae,Diversispora,VTX00401,VTX00401,0
202,Claroideoglomeraceae,Claroideoglomus,VTX00402,VTX00402,0
202,Glomeraceae,Glomus,VTX00407,VTX00407,0
202,Glomeraceae,Glomus,VTX00409,VTX00409,0
202,Glomeraceae,Glomus,VTX00411,VTX00411,0
202,Glomeraceae,Glomus,VTX00412,VTX00412,0
202,Glomeraceae,Glomus,VTX00415,VTX00415,0
202,Glomeraceae,Glomus,VTX00418,VTX00418,0
202,Glomeraceae,Glomus,VTX00419,VTX00419,0
202,Glomeraceae,Glomus,VTX00420,VTX00420,0
202,Glomeraceae,Glomus,VTX00423,VTX00423,0
202,Paraglomeraceae,Paraglomus,VTX00435,VTX00435,0
202,Glomeraceae,Glomus,VTX00437,VTX00437,0
202,Paraglomeraceae,Paraglomus,VTX00446,VTX00446,124
203,Unassigned,Unassigned,Unassigned,Unassigned,5
203,Gigasporaceae,Scutellospora,VTX00052,VTX00052,0
203,Claroideoglomeraceae,Claroideoglomus,VTX00056,VTX00056,0
203,Claroideoglomeraceae,Claroideoglomus,VTX00057,VTX00057,0
203,Diversisporaceae,Diversispora,VTX00058,VTX00058,2
203,Diversisporaceae,Diversispora,VTX00062,VTX00062,0
203,Glomeraceae,Glomus,VTX00063,VTX00063,197
203,Glomeraceae,Glomus,VTX00064,VTX00064,4
203,Glomeraceae,Glomus,VTX00077,VTX00077,1
203,Glomeraceae,Glomus,VTX00085,VTX00085,0
203,Glomeraceae,Glomus,VTX00089,VTX00089,0
203,Glomeraceae,Glomus,VTX00092,VTX00092,0
203,Glomeraceae,Glomus,VTX00099,VTX00099,0
203,Glomeraceae,Glomus,VTX00100,VTX00100,0
203,Glomeraceae,Glomus,VTX00101,VTX00101,0
203,Glomeraceae,Glomus,VTX00104,VTX00104,0
203,Glomeraceae,Glomus,VTX00108,VTX00108,0
203,Glomeraceae,Glomus,VTX00109,VTX00109,1
203,Glomeraceae,Glomus,VTX00111,VTX00111,0
203,Glomeraceae,Glomus,VTX00112,VTX00112,0
203,Glomeraceae,Glomus,VTX00113,VTX00113,2
203,Glomeraceae,Glomus,VTX00114,VTX00114,127
203,Glomeraceae,Glomus,VTX00121,VTX00121,0
203,Glomeraceae,Glomus,VTX00122,VTX00122,0
203,Glomeraceae,Glomus,VTX00124,VTX00124,0
203,Glomeraceae,Glomus,VTX00130,VTX00130,204
203,Glomeraceae,Glomus,VTX00132,VTX00132,1
203,Glomeraceae,Glomus,VTX00135,VTX00135,0
203,Glomeraceae,Glomus,VTX00137,VTX00137,0
203,Glomeraceae,Glomus,VTX00143,VTX00143,0
203,Glomeraceae,Glomus,VTX00146,VTX00146,0
203,Glomeraceae,Glomus,VTX00149,VTX00149,0
203,Glomeraceae,Glomus,VTX00151,VTX00151,0
203,Glomeraceae,Glomus,VTX00154,VTX00154,0
203,Glomeraceae,Glomus,VTX00155,VTX00155,0
203,Glomeraceae,Glomus,VTX00156,VTX00156,0
203,Glomeraceae,Glomus,VTX00167,VTX00167,0
203,Glomeraceae,Glomus,VTX00174,VTX00174,1
203,Glomeraceae,Glomus,VTX00175,VTX00175,0
203,Glomeraceae,Glomus,VTX00177,VTX00177,0
203,Glomeraceae,Glomus,VTX00178,VTX00178,0
203,Glomeraceae,Glomus,VTX00183,VTX00183,0
203,Glomeraceae,Glomus,VTX00191,VTX00191,0
203,Claroideoglomeraceae,Claroideoglomus,VTX00193,VTX00193,0
203,Glomeraceae,Glomus,VTX00194,VTX00194,1
203,Glomeraceae,Glomus,VTX00197,VTX00197,3
203,Glomeraceae,Glomus,VTX00206,VTX00206,1
203,Glomeraceae,Glomus,VTX00209,VTX00209,0
203,Glomeraceae,Glomus,VTX00212,VTX00212,0
203,Glomeraceae,Glomus,VTX00213,VTX00213,84
203,Glomeraceae,Glomus,VTX00214,VTX00214,7
203,Glomeraceae,Glomus,VTX00216,VTX00216,0
203,Glomeraceae,Glomus,VTX00222,VTX00222,0
203,Acaulosporaceae,Acaulospora,VTX00231,VTX00231,0
203,Glomeraceae,Glomus,VTX00233,VTX00233,0
203,Glomeraceae,Glomus,VTX00234,VTX00234,6
203,Glomeraceae,Glomus,VTX00235,VTX00235,0
203,Claroideoglomeraceae,Claroideoglomus,VTX00237,VTX00237,0
203,Paraglomeraceae,Paraglomus,VTX00238,VTX00238,3
203,Glomeraceae,Glomus,VTX00247,VTX00247,0
203,Glomeraceae,Glomus,VTX00248,VTX00248,0
203,Gigasporaceae,Scutellospora,VTX00255,VTX00255,0
203,Gigasporaceae,Scutellospora,VTX00260,VTX00260,0
203,Diversisporaceae,Diversispora,VTX00263,VTX00263,0
203,Claroideoglomeraceae,Claroideoglomus,VTX00276,VTX00276,90
203,Paraglomeraceae,Paraglomus,VTX00281,VTX00281,134
203,Glomeraceae,Glomus,VTX00287,VTX00287,1
203,Glomeraceae,Glomus,VTX00294,VTX00294,0
203,Glomeraceae,Glomus,VTX00301,VTX00301,0
203,Glomeraceae,Glomus,VTX00304,VTX00304,685
203,Diversisporaceae,Diversispora,VTX00306,VTX00306,99
203,Paraglomeraceae,Paraglomus,VTX00308,VTX00308,42
203,Glomeraceae,Glomus,VTX00310,VTX00310,0
203,Glomeraceae,Glomus,VTX00312,VTX00312,0
203,Glomeraceae,Glomus,VTX00319,VTX00319,0
