"species","average","overall","sd","ratio","ava","avb","ord","cusum","p","phylum","comparison","mean_amf","mean_control","direction","signed_average"
"Elusimicrobiota",0.000151169360397049,0.336191570433455,0.000174022071511788,0.868679237546078,0.000326100710987654,9.94336655498109e-05,47,0.995387188288938,0.513,"Elusimicrobiota","CC4_Control",0.000326100710987654,9.94336655498109e-05,"AMF",0.000151169360397049
"Fibrobacterota",0.000544201984507197,0.336191570433455,0.000490466787043767,1.10955929918785,0.00128148322497349,0.000441224177602551,36,0.995983145776646,0.138,"Fibrobacterota","CC4_Control",0.00128148322497349,0.000441224177602551,"AMF",0.000544201984507197
"Fidelibacterota",3.21105718692832e-05,0.336191570433455,2.70235974023505e-05,1.18824194244732,0.000102003799524835,7.86563256688382e-05,15,0.99647184675114,0.923,"Fidelibacterota","CC4_Control",0.000102003799524835,7.86563256688382e-05,"AMF",3.21105718692832e-05
"Fusobacteriota",7.08265847220364e-06,0.336191570433455,5.79939103768588e-06,1.22127623851863,1.13306971884488e-05,1.81010257135504e-05,23,0.996921499192461,0.616,"Fusobacteriota","CC4_Control",1.13306971884488e-05,1.81010257135504e-05,"Control",-7.08265847220364e-06
"Gemmatimonadota",0.0127773473868534,0.336191570433455,0.0150044479881646,0.851570640714811,0.0357143928895587,0.0144539409424644,21,0.997349335587381,0.04,"Gemmatimonadota","CC4_Control",0.0357143928895587,0.0144539409424644,"AMF",0.0127773473868534
"Ignavibacteriota",0.000791902554566207,0.336191570433455,0.000997179237881833,0.794142642047315,0.000684731001569551,0.0020107078262666,32,0.997655683152666,0.012,"Ignavibacteriota","CC4_Control",0.000684731001569551,0.0020107078262666,"Control",-0.000791902554566207
"Kiritimatiellota",2.0359357039883e-05,0.336191570433455,2.12505340821373e-05,0.958063310841518,4.94037080087474e-05,1.22586225912781e-05,48,0.997958179877797,0.35,"Kiritimatiellota","CC4_Control",4.94037080087474e-05,1.22586225912781e-05,"AMF",2.0359357039883e-05
"Lentisphaerota",1.35970582819603e-05,0.336191570433455,1.00410848209195e-05,1.3541423585659,3.65078822793447e-05,2.91899295445983e-05,42,0.998253119733051,0.956,"Lentisphaerota","CC4_Control",3.65078822793447e-05,2.91899295445983e-05,"AMF",1.35970582819603e-05
"Methanobacteriota",0.00154310370940915,0.336191570433455,0.00209869986312739,0.735266503095721,0.000299260318790231,0.00335929788898879,52,0.998546123479073,0.001,"Methanobacteriota","CC4_Control",0.000299260318790231,0.00335929788898879,"Control",-0.00154310370940915
"Mycoplasmatota",0.000102991469071472,0.336191570433455,0.000125013584156501,0.823842222958263,0.000452270823282221,0.000367597009157547,14,0.998826165588604,0.482,"Mycoplasmatota","CC4_Control",0.000452270823282221,0.000367597009157547,"AMF",0.000102991469071472
"Myxococcota",0.014021147291074,0.336191570433455,0.0118010248047083,1.18812963476527,0.0372414669331498,0.0289033632831435,41,0.999100840881432,0.864,"Myxococcota","CC4_Control",0.0372414669331498,0.0289033632831435,"AMF",0.014021147291074
"Nanobdellota",8.9251494121291e-05,0.336191570433455,7.44719416336604e-05,1.1984579985887,0.000319485222158647,0.000158630335251141,34,0.999366318965865,0.422,"Nanobdellota","CC4_Control",0.000319485222158647,0.000158630335251141,"AMF",8.9251494121291e-05
