"Sample","AMF","Fert","Till","Family","Genus","Species","Metabarcoding","RNA_taxonomy","detected_metabar","detected_rna","detection_class"
"125","Control","High","No","Glomeraceae","Glomus","VTX00420",0,0,FALSE,FALSE,"Neither"
"125","Control","High","No","Glomeraceae","Glomus","VTX00423",0.143067026073379,0,TRUE,FALSE,"Metabarcoding_only"
"125","Control","High","No","Glomeraceae","Glomus","VTX00437",0,0,FALSE,FALSE,"Neither"
"125","Control","High","No","Glomeraceae","Paraglomus","VTX00077",0.00991851876896029,0,TRUE,FALSE,"Metabarcoding_only"
"125","Control","High","No","Glomeraceae","Paraglomus","VTX00235",2.15152250953586e-05,0,TRUE,FALSE,"Metabarcoding_only"
"125","Control","High","No","Glomeraceae","Paraglomus","VTX00350",0.00721989482128532,0,TRUE,FALSE,"Metabarcoding_only"
"125","Control","High","No","Glomeraceae","Rhizophagus","VTX00113",0.000285845133409764,0,TRUE,FALSE,"Metabarcoding_only"
"125","Control","High","No","Glomeraceae","Rhizophagus","VTX00114",0.0168494948532508,0,TRUE,FALSE,"Metabarcoding_only"
"125","Control","High","No","Paraglomeraceae","Glomus","VTX00233",0.000519439005873656,0,TRUE,FALSE,"Metabarcoding_only"
"125","Control","High","No","Paraglomeraceae","Paraglomus","Unassigned",0,0,FALSE,FALSE,"Neither"
"125","Control","High","No","Paraglomeraceae","Paraglomus","VTX00238",0.00319654772845327,0,TRUE,FALSE,"Metabarcoding_only"
"125","Control","High","No","Paraglomeraceae","Paraglomus","VTX00281",0.0016382307108323,0.000238151940938319,TRUE,TRUE,"Both"
"125","Control","High","No","Paraglomeraceae","Paraglomus","VTX00308",0.0364928953653132,0.00119075970469159,TRUE,TRUE,"Both"
"125","Control","High","No","Paraglomeraceae","Paraglomus","VTX00335",0.000165974593592766,0,TRUE,FALSE,"Metabarcoding_only"
"125","Control","High","No","Paraglomeraceae","Paraglomus","VTX00337",0,0,FALSE,FALSE,"Neither"
"125","Control","High","No","Paraglomeraceae","Paraglomus","VTX00348",0.396405727967641,0,TRUE,FALSE,"Metabarcoding_only"
"125","Control","High","No","Paraglomeraceae","Paraglomus","VTX00352",0.0183463397991707,0,TRUE,FALSE,"Metabarcoding_only"
"125","Control","High","No","Paraglomeraceae","Paraglomus","VTX00375",0.000433378105492222,0,TRUE,FALSE,"Metabarcoding_only"
"125","Control","High","No","Paraglomeraceae","Paraglomus","VTX00435",1.53680179252561e-05,0,TRUE,FALSE,"Metabarcoding_only"
"125","Control","High","No","Paraglomeraceae","Paraglomus","VTX00446",0.00980786903989845,0.0331031197904263,TRUE,TRUE,"Both"
"125","Control","High","No","Unassigned","Unassigned","Unassigned",0.000393421258886556,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Acaulosporaceae","Acaulospora","VTX00231",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Acaulosporaceae","Acaulospora","VTX00328",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Acaulosporaceae","Acaulospora","VTX00379",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Claroideoglomeraceae","Claroideoglomus","VTX00056",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Claroideoglomeraceae","Claroideoglomus","VTX00057",0,0,FALSE,FALSE,"Neither"
