name,uid,phylum,family,genus,kingdom
Microtetraspora,1995,Actinomycetota,Streptosporangiaceae,Microtetraspora,Bacteria
Microthrixaceae,1798913,Actinomycetota,Microthrixaceae,NA,Bacteria
Miltoncostaea,2843200,Actinomycetota,Miltoncostaeaceae,Miltoncostaea,Bacteria
Miltoncostaeaceae,2843199,Actinomycetota,Miltoncostaeaceae,NA,Bacteria
Miltoncostaeales,2843198,Actinomycetota,NA,NA,Bacteria
Mobilicoccus,984996,Actinomycetota,Dermatophilaceae,Mobilicoccus,Bacteria
Mobiluncus,2050,Actinomycetota,Actinomycetaceae,Mobiluncus,Bacteria
Modestobacter,88138,Actinomycetota,Geodermatophilaceae,Modestobacter,Bacteria
Motilibacter,1434021,Actinomycetota,Motilibacteraceae,Motilibacter,Bacteria
Motilibacteraceae,1433378,Actinomycetota,Motilibacteraceae,NA,Bacteria
Motilibacterales,2793120,Actinomycetota,NA,NA,Bacteria
Mumia,1546255,Actinomycetota,Nocardioidaceae,Mumia,Bacteria
Myceligenerans,253183,Actinomycetota,Promicromonosporaceae,Myceligenerans,Bacteria
Mycetocola,76634,Actinomycetota,Microbacteriaceae,Mycetocola,Bacteria
Mycobacteriaceae,1762,Actinomycetota,Mycobacteriaceae,NA,Bacteria
Mycobacteriales,85007,Actinomycetota,NA,NA,Bacteria
Mycobacterium,1763,Actinomycetota,Mycobacteriaceae,Mycobacterium,Bacteria
Mycobacteroides,670516,Actinomycetota,Mycobacteriaceae,Mycobacteroides,Bacteria
Mycolicibacillus,2126281,Actinomycetota,Mycobacteriaceae,Mycolicibacillus,Bacteria
Mycolicibacter,1073531,Actinomycetota,Mycobacteriaceae,Mycolicibacter,Bacteria
Mycolicibacterium,1866885,Actinomycetota,Mycobacteriaceae,Mycolicibacterium,Bacteria
Naasia,1434022,Actinomycetota,Microbacteriaceae,Naasia,Bacteria
Nakamurella,53460,Actinomycetota,Nakamurellaceae,Nakamurella,Bacteria
Nanchangia,2888879,Actinomycetota,Actinomycetaceae,Nanchangia,Bacteria
Natronosporangium,2920401,Actinomycetota,Micromonosporaceae,Natronosporangium,Bacteria
Naumannella,1294511,Actinomycetota,Propionibacteriaceae,Naumannella,Bacteria
Neomicrococcus,1868332,Actinomycetota,Micrococcaceae,Neomicrococcus,Bacteria
Nesterenkonia,57494,Actinomycetota,Micrococcaceae,Nesterenkonia,Bacteria
Nigerium,2042653,Actinomycetota,Propionibacteriaceae,Nigerium,Bacteria
Nitriliruptor,596499,Actinomycetota,Nitriliruptoraceae,Nitriliruptor,Bacteria
Nitriliruptoraceae,596498,Actinomycetota,Nitriliruptoraceae,NA,Bacteria
Nitriliruptorales,596497,Actinomycetota,NA,NA,Bacteria
Nocardia,1817,Actinomycetota,Nocardiaceae,Nocardia,Bacteria
Nocardiaceae,85025,Actinomycetota,Nocardiaceae,NA,Bacteria
Nocardioidaceae,85015,Actinomycetota,Nocardioidaceae,NA,Bacteria
Nocardioides,1839,Actinomycetota,Nocardioidaceae,Nocardioides,Bacteria
Nocardiopsaceae,83676,Actinomycetota,Nocardiopsidaceae,NA,Bacteria
Nocardiopsis,2013,Actinomycetota,Nocardiopsidaceae,Nocardiopsis,Bacteria
Nonomuraea,83681,Actinomycetota,Streptosporangiaceae,Nonomuraea,Bacteria
Nostocoides,99479,Actinomycetota,Intrasporangiaceae,Nostocoides,Bacteria
Nucisporomicrobium,3088857,Actinomycetota,Micromonosporaceae,Nucisporomicrobium,Bacteria
Occultella,2828348,Actinomycetota,Ruaniaceae,Occultella,Bacteria
Oceanitalea,154116,Actinomycetota,Allobogoriellaceae,Georgenia,Bacteria
Oerskovia,162491,Actinomycetota,Cellulomonadaceae,Oerskovia,Bacteria
Okibacterium,196084,Actinomycetota,Microbacteriaceae,Okibacterium,Bacteria
Olsenella,133925,Actinomycetota,Atopobiaceae,Olsenella,Bacteria
Ornithinibacter,1191515,Actinomycetota,Intrasporangiaceae,Ornithinibacter,Bacteria
Ornithinicoccus,82345,Actinomycetota,Intrasporangiaceae,Ornithinicoccus,Bacteria
Ornithinimicrobium,125287,Actinomycetota,Ornithinimicrobiaceae,Ornithinimicrobium,Bacteria
Oryzihumus,344063,Actinomycetota,Intrasporangiaceae,Oryzihumus,Bacteria
Paenarthrobacter,1742992,Actinomycetota,Micrococcaceae,Paenarthrobacter,Bacteria
Paeniglutamicibacter,1742990,Actinomycetota,Micrococcaceae,Paeniglutamicibacter,Bacteria
Paraconexibacter,2758920,Actinomycetota,Paraconexibacteraceae,Paraconexibacter,Bacteria
Paractinoplanes,3240234,Actinomycetota,Micromonosporaceae,Paractinoplanes,Bacteria
Paraeggerthella,651554,Actinomycetota,Eggerthellaceae,Paraeggerthella,Bacteria
Parafrankia,2994362,Actinomycetota,Frankiaceae,Parafrankia,Bacteria
Paramicrobacterium,3110364,Actinomycetota,Microbacteriaceae,Paramicrobacterium,Bacteria
Paraoerskovia,665568,Actinomycetota,Cellulomonadaceae,Paraoerskovia,Bacteria
Parascardovia,196082,Actinomycetota,Bifidobacteriaceae,Parascardovia,Bacteria
Parenemella,2896778,Actinomycetota,Propionibacteriaceae,Parenemella,Bacteria
Patulibacter,361607,Actinomycetota,Patulibacteraceae,Patulibacter,Bacteria
Pauljensenia,2740557,Actinomycetota,Actinomycetaceae,Pauljensenia,Bacteria
Pedococcus,2805645,Actinomycetota,Intrasporangiaceae,Pedococcus,Bacteria
Pengzhenrongella,2888818,Actinomycetota,NA,Pengzhenrongella,Bacteria
Peterkaempfera,2995704,Actinomycetota,Streptomycetaceae,Peterkaempfera,Bacteria
Petropleomorpha,2997369,Actinomycetota,Geodermatophilaceae,Petropleomorpha,Bacteria
Phaeacidiphilus,2995705,Actinomycetota,Streptomycetaceae,Phaeacidiphilus,Bacteria
Phycicoccus,367298,Actinomycetota,Intrasporangiaceae,Phycicoccus,Bacteria
Phytoactinopolyspora,1783488,Actinomycetota,Jiangellaceae,Phytoactinopolyspora,Bacteria
Phytohabitans,907364,Actinomycetota,Micromonosporaceae,Phytohabitans,Bacteria
Phytomonospora,1434030,Actinomycetota,Micromonosporaceae,Phytomonospora,Bacteria
Pilimelia,53370,Actinomycetota,Micromonosporaceae,Pilimelia,Bacteria
Pimelobacter,2044,Actinomycetota,Nocardioidaceae,Pimelobacter,Bacteria
Planctomonas,2729624,Actinomycetota,Microbacteriaceae,Planctomonas,Bacteria
Planobispora,29298,Actinomycetota,Streptosporangiaceae,Planobispora,Bacteria
Planomonospora,1998,Actinomycetota,Streptosporangiaceae,Planomonospora,Bacteria
Planosporangium,689760,Actinomycetota,Micromonosporaceae,Planosporangium,Bacteria
Planotetraspora,58120,Actinomycetota,Streptosporangiaceae,Planotetraspora,Bacteria
Plantactinospora,673534,Actinomycetota,Micromonosporaceae,Plantactinospora,Bacteria
Plantibacter,190323,Actinomycetota,Microbacteriaceae,Plantibacter,Bacteria
Polymorphospora,338583,Actinomycetota,Micromonosporaceae,Polymorphospora,Bacteria
Pontimonas,1434032,Actinomycetota,Microbacteriaceae,Pontimonas,Bacteria
Prauserella,142577,Actinomycetota,Pseudonocardiaceae,Prauserella,Bacteria
Prescottella,2979332,Actinomycetota,Nocardiaceae,Prescottella,Bacteria
Profundirhabdus,3072009,Actinomycetota,Nitriliruptoraceae,Profundirhabdus,Bacteria
Promicromonospora,43676,Actinomycetota,Promicromonosporaceae,Promicromonospora,Bacteria
Promicromonosporaceae,85017,Actinomycetota,Promicromonosporaceae,NA,Bacteria
Propionibacteriaceae,31957,Actinomycetota,Propionibacteriaceae,NA,Bacteria
Propionibacteriales,85009,Actinomycetota,NA,NA,Bacteria
Propionibacterium,1743,Actinomycetota,Propionibacteriaceae,Propionibacterium,Bacteria
Propioniciclava,1085622,Actinomycetota,Propionibacteriaceae,Propioniciclava,Bacteria
Propionicimonas,236052,Actinomycetota,Nocardioidaceae,Propionicimonas,Bacteria
Propionimicrobium,203133,Actinomycetota,Propionibacteriaceae,Propionimicrobium,Bacteria
Protaetiibacter,2680004,Actinomycetota,Microbacteriaceae,Protaetiibacter,Bacteria
Protofrankia,2994361,Actinomycetota,Frankiaceae,Protofrankia,Bacteria
Pseudactinotalea,1926259,Actinomycetota,Cellulomonadaceae,Pseudactinotalea,Bacteria
Pseudarthrobacter,1742993,Actinomycetota,Micrococcaceae,Pseudarthrobacter,Bacteria
Pseudoclavibacter,255204,Actinomycetota,Microbacteriaceae,Pseudoclavibacter,Bacteria
Pseudofrankia,2994363,Actinomycetota,Frankiaceae,Pseudofrankia,Bacteria
Pseudolysinimonas,2680005,Actinomycetota,Microbacteriaceae,Pseudolysinimonas,Bacteria
Pseudonocardia,1847,Actinomycetota,Pseudonocardiaceae,Pseudonocardia,Bacteria
Pseudonocardiaceae,2070,Actinomycetota,Pseudonocardiaceae,NA,Bacteria
Pseudonocardiales,85010,Actinomycetota,NA,NA,Bacteria
Pseudosporangium,439698,Actinomycetota,Micromonosporaceae,Pseudosporangium,Bacteria
Psychromicrobium,2078575,Actinomycetota,Micrococcaceae,Psychromicrobium,Bacteria
Puerhibacterium,2828734,Actinomycetota,Promicromonosporaceae,Puerhibacterium,Bacteria
Qaidamihabitans,2884102,Actinomycetota,Pseudonocardiaceae,Qaidamihabitans,Bacteria
Quadrisphaera,317661,Actinomycetota,Kineosporiaceae,Quadrisphaera,Bacteria
Rathayibacter,33886,Actinomycetota,Microbacteriaceae,Rathayibacter,Bacteria
Renibacterium,1645,Actinomycetota,Micrococcaceae,Renibacterium,Bacteria
Rhabdothermincola,2820403,Actinomycetota,Iamiaceae,Rhabdothermincola,Bacteria
Rhizocola,1538466,Actinomycetota,Micromonosporaceae,Rhizocola,Bacteria
Rhizohabitans,3038096,Actinomycetota,Streptosporangiaceae,Rhizohabitans,Bacteria
Rhizomonospora,3383256,Actinomycetota,Micromonosporaceae,Rhizomonospora,Bacteria
Rhodococcoides,3259750,Actinomycetota,Nocardiaceae,Rhodococcoides,Bacteria
Rhodococcus,1827,Actinomycetota,Nocardiaceae,Rhodococcus,Bacteria
Rhodoglobus,193383,Actinomycetota,Microbacteriaceae,Rhodoglobus,Bacteria
Rhodoluna,529883,Actinomycetota,Microbacteriaceae,Rhodoluna,Bacteria
Rothia,32207,Actinomycetota,Micrococcaceae,Rothia,Bacteria
Ruania,626119,Actinomycetota,Ruaniaceae,Ruania,Bacteria
Ruaniaceae,1331736,Actinomycetota,Ruaniaceae,NA,Bacteria
Rubneribacter,2126002,Actinomycetota,Eggerthellaceae,Rubneribacter,Bacteria
Rubrobacter,42255,Actinomycetota,Rubrobacteraceae,Rubrobacter,Bacteria
Rubrobacteraceae,84997,Actinomycetota,Rubrobacteraceae,NA,Bacteria
Rubrobacteridae,84995,Actinomycetota,NA,NA,Bacteria
Rudaeicoccus,1434038,Actinomycetota,Dermacoccaceae,Rudaeicoccus,Bacteria
Rugosimonospora,1198243,Actinomycetota,Micromonosporaceae,Rugosimonospora,Bacteria
Ruicaihuangia,3137419,Actinomycetota,Microbacteriaceae,Ruicaihuangia,Bacteria
Saccharomonospora,1851,Actinomycetota,Pseudonocardiaceae,Saccharomonospora,Bacteria
Saccharopolyspora,1835,Actinomycetota,Pseudonocardiaceae,Saccharopolyspora,Bacteria
Saccharothrix,2071,Actinomycetota,Pseudonocardiaceae,Saccharothrix,Bacteria
Salana,120376,Actinomycetota,Beutenbergiaceae,Salana,Bacteria
Salinibacterium,235888,Actinomycetota,Microbacteriaceae,Salinibacterium,Bacteria
Salinispora,168694,Actinomycetota,Micromonosporaceae,Salinispora,Bacteria
Salsipaludibacter,2917698,Actinomycetota,Salsipaludibacteraceae,Salsipaludibacter,Bacteria
Sanguibacter,60919,Actinomycetota,Sanguibacteraceae,Sanguibacter,Bacteria
Saxibacter,3162691,Actinomycetota,Brevibacteriaceae,Saxibacter,Bacteria
Schaalia,2529408,Actinomycetota,Actinomycetaceae,Schaalia,Bacteria
Schumannella,472058,Actinomycetota,Microbacteriaceae,Schumannella,Bacteria
Sciscionella,596495,Actinomycetota,Pseudonocardiaceae,Sciscionella,Bacteria
Sediminihabitans,1217414,Actinomycetota,Cellulomonadaceae,Sediminihabitans,Bacteria
Sediminivirga,1784953,Actinomycetota,Brevibacteriaceae,Sediminivirga,Bacteria
Segeticoccus,2706529,Actinomycetota,Intrasporangiaceae,Segeticoccus,Bacteria
Segniliparus,286801,Actinomycetota,Segniliparaceae,Segniliparus,Bacteria
Senegalimassilia,1473205,Actinomycetota,Coriobacteriaceae,Senegalimassilia,Bacteria
Serinicoccus,265976,Actinomycetota,Ornithinimicrobiaceae,Serinicoccus,Bacteria
Sinomonas,596707,Actinomycetota,Micrococcaceae,Sinomonas,Bacteria
Sinosporangium,1367968,Actinomycetota,Streptosporangiaceae,Sinosporangium,Bacteria
Skermania,59613,Actinomycetota,Gordoniaceae,Skermania,Bacteria
Slackia,84108,Actinomycetota,Eggerthellaceae,Slackia,Bacteria
Solihabitans,2923368,Actinomycetota,Pseudonocardiaceae,Solihabitans,Bacteria
Solirubrobacter,207599,Actinomycetota,Solirubrobacteraceae,Solirubrobacter,Bacteria
Solirubrobacteraceae,320599,Actinomycetota,Solirubrobacteraceae,NA,Bacteria
Solirubrobacterales,588673,Actinomycetota,NA,NA,Bacteria
Solwaraspora,265431,Actinomycetota,Micromonosporaceae,Solwaraspora,Bacteria
Spelaeicoccus,1649497,Actinomycetota,Brevibacteriaceae,Spelaeicoccus,Bacteria
Speluncibacter,3121559,Actinomycetota,Speluncibacteraceae,Speluncibacter,Bacteria
Sphaerimonospora,1792303,Actinomycetota,Streptosporangiaceae,Sphaerimonospora,Bacteria
Sphaerisporangium,321315,Actinomycetota,Streptosporangiaceae,Sphaerisporangium,Bacteria
Spinactinospora,1434047,Actinomycetota,Nocardiopsidaceae,Spinactinospora,Bacteria
Spirilliplanes,42232,Actinomycetota,Micromonosporaceae,Spirilliplanes,Bacteria
Spirillospora,58122,Actinomycetota,Thermomonosporaceae,Spirillospora,Bacteria
Spongiactinospora,2871671,Actinomycetota,Streptosporangiaceae,Spongiactinospora,Bacteria
Sporichthya,35750,Actinomycetota,Sporichthyaceae,Sporichthya,Bacteria
Sporichthyaceae,85033,Actinomycetota,Sporichthyaceae,NA,Bacteria
Stackebrandtia,283810,Actinomycetota,Glycomycetaceae,Stackebrandtia,Bacteria
Streptacidiphilus,228398,Actinomycetota,Streptomycetaceae,Streptacidiphilus,Bacteria
Streptantibioticus,2995706,Actinomycetota,Streptomycetaceae,Streptantibioticus,Bacteria
Streptoalloteichus,2016,Actinomycetota,Pseudonocardiaceae,Streptoalloteichus,Bacteria
Streptomonospora,104204,Actinomycetota,Nocardiopsidaceae,Streptomonospora,Bacteria
Streptomycetaceae,2062,Actinomycetota,Streptomycetaceae,NA,Bacteria
Streptosporangiaceae,2004,Actinomycetota,Streptosporangiaceae,NA,Bacteria
Streptosporangiales,85012,Actinomycetota,NA,NA,Bacteria
Streptosporangium,2000,Actinomycetota,Streptosporangiaceae,Streptosporangium,Bacteria
Subtercola,120212,Actinomycetota,Microbacteriaceae,Subtercola,Bacteria
Tamaricihabitans,1734465,Actinomycetota,Pseudonocardiaceae,Tamaricihabitans,Bacteria
Tenggerimyces,1784839,Actinomycetota,Nocardioidaceae,Tenggerimyces,Bacteria
Terrabacter,53355,Actinomycetota,Intrasporangiaceae,Terrabacter,Bacteria
Terracoccus,68903,Actinomycetota,Intrasporangiaceae,Terracoccus,Bacteria
Terrimesophilobacter,2906433,Actinomycetota,Microbacteriaceae,Terrimesophilobacter,Bacteria
Tersicoccus,1418588,Actinomycetota,Micrococcaceae,Tersicoccus,Bacteria
Tessaracoccus,72763,Actinomycetota,Propionibacteriaceae,Tessaracoccus,Bacteria
Thermasporomyces,718013,Actinomycetota,Nocardioidaceae,Thermasporomyces,Bacteria
Thermoactinospora,1424614,Actinomycetota,Streptosporangiaceae,Thermoactinospora,Bacteria
Thermobifida,83677,Actinomycetota,Nocardiopsidaceae,Thermobifida,Bacteria
Thermobispora,147067,Actinomycetota,Streptosporangiaceae,Thermobispora,Bacteria
Thermocatellispora,1649505,Actinomycetota,Streptosporangiaceae,Thermocatellispora,Bacteria
Thermocrispum,37924,Actinomycetota,Pseudonocardiaceae,Thermocrispum,Bacteria
Thermoleophilaceae,320796,Actinomycetota,Thermoleophilaceae,NA,Bacteria
Thermoleophilales,588674,Actinomycetota,NA,NA,Bacteria
Thermoleophilia,1497346,Actinomycetota,NA,NA,Bacteria
Thermoleophilum,192992,Actinomycetota,Thermoleophilaceae,Thermoleophilum,Bacteria
Thermomonospora,2019,Actinomycetota,Thermomonosporaceae,Thermomonospora,Bacteria
Thermopolyspora,359169,Actinomycetota,Streptosporangiaceae,Thermopolyspora,Bacteria
Tomitella,741759,Actinomycetota,NA,Tomitella,Bacteria
Trebonia,2767073,Actinomycetota,Treboniaceae,Trebonia,Bacteria
Tropheryma,2038,Actinomycetota,Tropherymataceae,Tropheryma,Bacteria
Trueperella,1069494,Actinomycetota,Actinomycetaceae,Trueperella,Bacteria
Trujillonella,2997368,Actinomycetota,Geodermatophilaceae,Trujillonella,Bacteria
Tsukamurella,2060,Actinomycetota,Tsukamurellaceae,Tsukamurella,Bacteria
Umezawaea,583360,Actinomycetota,Pseudonocardiaceae,Umezawaea,Bacteria
Vallicoccus,2793122,Actinomycetota,Vallicoccaceae,Vallicoccus,Bacteria
Varibaculum,184869,Actinomycetota,Actinomycetaceae,Varibaculum,Bacteria
Verrucosispora,1873,Actinomycetota,Micromonosporaceae,Micromonospora,Bacteria
Virgisporangium,65504,Actinomycetota,Micromonosporaceae,Virgisporangium,Bacteria
Wenjunlia,2995707,Actinomycetota,Streptomycetaceae,Wenjunlia,Bacteria
Williamsia,85043,Actinomycetota,Nocardiaceae,Williamsia,Bacteria
Winkia,2692118,Actinomycetota,Actinomycetaceae,Winkia,Bacteria
Winogradskya,3240235,Actinomycetota,Micromonosporaceae,Winogradskya,Bacteria
Xylanimonas,186188,Actinomycetota,Promicromonosporaceae,Xylanimonas,Bacteria
Yaniella,225447,Actinomycetota,Micrococcaceae,Yaniella,Bacteria
Yimella,908935,Actinomycetota,Dermacoccaceae,Yimella,Bacteria
Yinghuangia,2805681,Actinomycetota,Streptomycetaceae,Yinghuangia,Bacteria
Yonghaparkia,337004,Actinomycetota,Microbacteriaceae,Microcella,Bacteria
Zafaria,2828764,Actinomycetota,Micrococcaceae,Zafaria,Bacteria
Zhihengliuella,370735,Actinomycetota,Micrococcaceae,Zhihengliuella,Bacteria
[Actinomadura],1988,Actinomycetota,Thermomonosporaceae,Actinomadura,Bacteria
[Arthrobacter],1663,Actinomycetota,Micrococcaceae,Arthrobacter,Bacteria
[Curtobacterium],2034,Actinomycetota,Microbacteriaceae,Curtobacterium,Bacteria
[Kitasatospora],2063,Actinomycetota,Streptomycetaceae,Kitasatospora,Bacteria
[Mycobacterium],1763,Actinomycetota,Mycobacteriaceae,Mycobacterium,Bacteria
[Propionibacterium],1743,Actinomycetota,Propionibacteriaceae,Propionibacterium,Bacteria
actinobacterium,1883427,Actinomycetota,NA,NA,Bacteria
Amphitrite,73387,Annelida,Terebellidae,Amphitrite,Bacteria
Olavius,77717,Annelida,Naididae,Olavius,Bacteria
Osedax,283775,Annelida,Siboglinidae,Osedax,Bacteria
Atoxoplasma,241603,Apicomplexa,Eimeriidae,Atoxoplasma,Protists
Babesia,5864,Apicomplexa,Babesiidae,Babesia,Protists
Besnoitia,94642,Apicomplexa,Sarcocystidae,Besnoitia,Protists
Cardiosporidium,476201,Apicomplexa,NA,Cardiosporidium,Protists
Cryptosporidium,5806,Apicomplexa,Cryptosporidiidae,Cryptosporidium,Protists
Cyclospora,44417,Apicomplexa,Eimeriidae,Cyclospora,Protists
Cystoisospora,242060,Apicomplexa,Sarcocystidae,Cystoisospora,Protists
Eimeria,5800,Apicomplexa,Eimeriidae,Eimeria,Protists
Gregarina,35089,Apicomplexa,Gregarinidae,Gregarina,Protists
Haemocystidium,1720971,Apicomplexa,Haemoproteidae,Haemocystidium,Protists
Haemoproteus,77521,Apicomplexa,Haemoproteidae,Haemoproteus,Protists
Hammondia,99157,Apicomplexa,Sarcocystidae,Hammondia,Protists
Hepatocystis,77566,Apicomplexa,Plasmodiidae,Hepatocystis,Protists
Leucocytozoon,195944,Apicomplexa,Leucocytozoidae,Leucocytozoon,Protists
Neospora,29175,Apicomplexa,Sarcocystidae,Neospora,Protists
Nephromyces,873537,Apicomplexa,NA,Nephromyces,Protists
Nycteria,1410042,Apicomplexa,Plasmodiidae,Nycteria,Protists
Parahaemoproteus,587283,Apicomplexa,Haemoproteidae,Parahaemoproteus,Protists
Polychromophilus,1147702,Apicomplexa,Plasmodiidae,Polychromophilus,Protists
Porospora,947096,Apicomplexa,Porosporidae,Porospora,Protists
Sarcocystis,5812,Apicomplexa,Sarcocystidae,Sarcocystis,Protists
Simondia,2138134,Apicomplexa,Haemoproteidae,Simondia,Protists
Theileria,5873,Apicomplexa,Theileriidae,Theileria,Protists
Toxoplasma,5810,Apicomplexa,Sarcocystidae,Toxoplasma,Protists
Aquifex,2713,Aquificota,Aquificaceae,Aquifex,Bacteria
Aquificaceae,64898,Aquificota,Aquificaceae,NA,Bacteria
Aquificales,32069,Aquificota,NA,NA,Bacteria
Aquificota,200783,Aquificota,NA,NA,Bacteria
Desulfurobacteriaceae,558314,Aquificota,Desulfurobacteriaceae,NA,Bacteria
Desulfurobacterium,64159,Aquificota,Desulfurobacteriaceae,Desulfurobacterium,Bacteria
Hydrogenivirga,246263,Aquificota,Aquificaceae,Hydrogenivirga,Bacteria
Hydrogenobacter,939,Aquificota,Aquificaceae,Hydrogenobacter,Bacteria
Hydrogenobaculum,168657,Aquificota,Aquificaceae,Hydrogenobaculum,Bacteria
Hydrogenothermaceae,224027,Aquificota,Hydrogenothermaceae,NA,Bacteria
Hydrogenothermus,133269,Aquificota,Hydrogenothermaceae,Hydrogenothermus,Bacteria
Persephonella,182899,Aquificota,Hydrogenothermaceae,Persephonella,Bacteria
Sulfurihydrogenibium,212790,Aquificota,Hydrogenothermaceae,Sulfurihydrogenibium,Bacteria
Thermovibrio,171868,Aquificota,Desulfurobacteriaceae,Thermovibrio,Bacteria
Venenivibrio,407997,Aquificota,Hydrogenothermaceae,Venenivibrio,Bacteria
Armatimonadaceae,1042314,Armatimonadota,Armatimonadaceae,NA,Bacteria
Armatimonadetes,67819,Armatimonadota,NA,NA,Bacteria
Armatimonadia,1042312,Armatimonadota,NA,NA,Bacteria
Armatimonadota,67819,Armatimonadota,NA,NA,Bacteria
Armatimonas,1042315,Armatimonadota,Armatimonadaceae,Armatimonas,Bacteria
Capsulimonadaceae,2494208,Armatimonadota,Capsulimonadaceae,NA,Bacteria
Capsulimonadales,2494207,Armatimonadota,NA,NA,Bacteria
Capsulimonas,2494209,Armatimonadota,Capsulimonadaceae,Capsulimonas,Bacteria
Chthonomonadaceae,1077264,Armatimonadota,Chthonomonadaceae,NA,Bacteria
Chthonomonadales,1077263,Armatimonadota,NA,NA,Bacteria
Chthonomonadia,1077257,Armatimonadota,NA,NA,Bacteria
Chthonomonas,1077265,Armatimonadota,Chthonomonadaceae,Chthonomonas,Bacteria
Fimbriimonadaceae,1663426,Armatimonadota,Fimbriimonadaceae,NA,Bacteria
Fimbriimonadales,1663425,Armatimonadota,NA,NA,Bacteria
