"AMF","Species","MeanRelAbundance","RNA_Control","ChangeFromControl","AbsChange","Genus","Family","VTX_num","TaxLabel"
"DAOM197198","VTX00096",0.000418104030260254,0.00295781787331407,-0.00253971384305382,0.00253971384305382,"Glomus","Glomeraceae",96,"Glomus VTX00096"
"DAOM197198","VTX00100",0.00046440578764525,0.00262277132720292,-0.00215836553955767,0.00215836553955767,"Glomus","Glomeraceae",100,"Glomus VTX00100"
"DAOM197198","VTX00135",0.000185375474730594,0.00228675481680879,-0.00210137934207819,0.00210137934207819,"Glomus","Glomeraceae",135,"Glomus VTX00135"
"DAOM197198","VTX00154",0.000462342106125673,0.00160621708930098,-0.00114387498317531,0.00114387498317531,"Glomus","Glomeraceae",154,"Glomus VTX00154"
"DAOM197198","VTX00167",0.000647779603310037,0.00225549994679523,-0.0016077203434852,0.0016077203434852,"Glomus","Glomeraceae",167,"Glomus VTX00167"
"DAOM197198","VTX00186",0.00024894151576596,0.00400660780881963,-0.00375766629305367,0.00375766629305367,"Glomus","Glomeraceae",186,"Glomus VTX00186"
"DAOM197198","VTX00187",0.00124225357388744,0.00292607089817992,-0.00168381732429249,0.00168381732429249,"Glomus","Glomeraceae",187,"Glomus VTX00187"
"DAOM197198","VTX00194",0.000431140294772996,0.00508406138031894,-0.00465292108554595,0.00465292108554595,"Glomus","Glomeraceae",194,"Glomus VTX00194"
"DAOM197198","VTX00212",0.000867826749783112,0.00260709499043142,-0.00173926824064831,0.00173926824064831,"Glomus","Glomeraceae",212,"Glomus VTX00212"
"DAOM197198","VTX00225",0.000601562421543726,0.00217005027080162,-0.00156848784925789,0.00156848784925789,"Claroideoglomus","Claroideoglomeraceae",225,"Claroideoglomus VTX00225"
"DAOM197198","VTX00247",0.000918985919994713,0.00269816214621307,-0.00177917622621836,0.00177917622621836,"Glomus","Glomeraceae",247,"Glomus VTX00247"
"DAOM197198","VTX00295",0.000635382931550145,0.00382360274885109,-0.00318821981730095,0.00318821981730095,"Glomus","Glomeraceae",295,"Glomus VTX00295"
"DAOM197198","VTX00301",0.000228169881414631,0.00234620999682336,-0.00211804011540873,0.00211804011540873,"Glomus","Glomeraceae",301,"Glomus VTX00301"
"DAOM197198","VTX00304",0.00212590304269134,0.00633438447361501,-0.00420848143092367,0.00420848143092367,"Glomus","Glomeraceae",304,"Glomus VTX00304"
"DAOM197198","VTX00312",0.00149782745979507,0.00343078842879578,-0.00193296096900071,0.00193296096900071,"Glomus","Glomeraceae",312,"Glomus VTX00312"
"DAOM197198","VTX00315",0.000607058332749905,0.00346510959325218,-0.00285805126050227,0.00285805126050227,"Glomus","Glomeraceae",315,"Glomus VTX00315"
"DAOM197198","VTX00345",0.000928288862039243,0.00345441309145154,-0.0025261242294123,0.0025261242294123,"Glomus","Glomeraceae",345,"Glomus VTX00345"
"DAOM197198","VTX00366",0.000511885263679495,0.00237020693069782,-0.00185832166701833,0.00185832166701833,"Glomus","Glomeraceae",366,"Glomus VTX00366"
"DAOM197198","VTX00409",0.00612413169972993,0.00819352835320043,-0.0020693966534705,0.0020693966534705,"Glomus","Glomeraceae",409,"Glomus VTX00409"
"DAOM197198","VTX00439",0.000234766549605467,0.00230258081877982,-0.00206781426917435,0.00206781426917435,"Glomus","Glomeraceae",439,"Glomus VTX00439"
