"Sample","AMF","Fert","Till","Family","Genus","Species","Metabarcoding","RNA_taxonomy","detected_metabar","detected_rna","detection_class"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00342",0.00550080220032088,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00343",0.00160440064176026,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00359",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00360",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00361",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00364",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00366",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00371",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00372",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00381",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00383",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00384",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00388",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00395",0.000229200091680037,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00397",0.000458400183360073,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00398",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00399",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00407",0.000229200091680037,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00409",0.00825120330048132,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00411",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00412",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00415",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00418",0.00389640155856062,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00419",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00420",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00423",0.148521659408664,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Till","Glomeraceae","Glomus","VTX00437",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Paraglomeraceae","Paraglomus","VTX00238",0.000229200091680037,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Till","Paraglomeraceae","Paraglomus","VTX00281",0.00641760256704103,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Till","Paraglomeraceae","Paraglomus","VTX00308",0.0678432271372909,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Till","Paraglomeraceae","Paraglomus","VTX00335",0.000229200091680037,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Till","Paraglomeraceae","Paraglomus","VTX00337",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Paraglomeraceae","Paraglomus","VTX00348",0.166628466651387,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Till","Paraglomeraceae","Paraglomus","VTX00350",0.0132936053174421,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Till","Paraglomeraceae","Paraglomus","VTX00352",0.0107724043089617,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Till","Paraglomeraceae","Paraglomus","VTX00375",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Paraglomeraceae","Paraglomus","VTX00435",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Till","Paraglomeraceae","Paraglomus","VTX00446",0.00870960348384139,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Till","Unassigned","Unassigned","Unassigned",0.000458400183360073,0,TRUE,FALSE,"Metabarcoding_only"
"139","Control","No","Till","Acaulosporaceae","Acaulospora","VTX00231",0,0,FALSE,FALSE,"Neither"
